dataset:four-sin
train_dir:default
batch_size:64
lr:0.001
maxlen:50
hidden_units:64
num_blocks:2
num_epochs:50
num_heads:1
dropout_rate:0.2
l2_emb:0.001
gpu:0
inference_only:False
state_dict_path:None
time_span:128
dis_span:256
anchor_num:500
layer_num:3
tra_kl_reg:1.0
dis_kl_reg:1.0
time_kl_reg:1.0
contra_reg:1.0
recon_reg:1.0
tra_delta:0.0
tem_delta:0.4
dis_delta:0.0
valid_epoch:1
device:cuda:0
In total: 737601 trainable parameters.
Train epoch:1, time: 0.000000(s), rec_loss: 8.0672, tra_kl_loss: 6.5883, time_kl_loss: 6.2593, dis_kl_loss: 6.0679, contra_loss: 16943.6131, recon_loss: 0.0000
Train epoch:26, time: 371.199411(s), rec_loss: 4.9440, tra_kl_loss: 6.1972, time_kl_loss: 2.7137, dis_kl_loss: 4.7564, contra_loss: 5024.1933, recon_loss: 0.0000
Test epoch:26, time: 385.944564(s), Recall (@2: 0.1445, @5: 0.2255, @10: 0.3010), NDCG (@2: 0.1259, @5: 0.1621, @10: 0.1865)

Train epoch:27, time: 385.944564(s), rec_loss: 4.9330, tra_kl_loss: 6.2162, time_kl_loss: 2.5389, dis_kl_loss: 4.7374, contra_loss: 4803.2117, recon_loss: 0.0000
Test epoch:27, time: 400.757111(s), Recall (@2: 0.1630, @5: 0.2557, @10: 0.3335), NDCG (@2: 0.1407, @5: 0.1825, @10: 0.2077)

Train epoch:28, time: 400.757111(s), rec_loss: 4.9312, tra_kl_loss: 6.2670, time_kl_loss: 2.5952, dis_kl_loss: 4.7344, contra_loss: 4687.3257, recon_loss: 0.0000
Test epoch:28, time: 415.472996(s), Recall (@2: 0.1490, @5: 0.2322, @10: 0.3083), NDCG (@2: 0.1295, @5: 0.1669, @10: 0.1914)

Train epoch:29, time: 415.472996(s), rec_loss: 4.9124, tra_kl_loss: 6.2038, time_kl_loss: 2.5531, dis_kl_loss: 4.7242, contra_loss: 4489.0277, recon_loss: 0.0000
Test epoch:29, time: 430.443308(s), Recall (@2: 0.1524, @5: 0.2406, @10: 0.3169), NDCG (@2: 0.1328, @5: 0.1724, @10: 0.1973)

Train epoch:30, time: 430.443308(s), rec_loss: 4.8970, tra_kl_loss: 6.2904, time_kl_loss: 2.6607, dis_kl_loss: 4.7583, contra_loss: 4460.8758, recon_loss: 0.0000
Test epoch:30, time: 445.353256(s), Recall (@2: 0.1591, @5: 0.2495, @10: 0.3241), NDCG (@2: 0.1384, @5: 0.1787, @10: 0.2029)

Train epoch:31, time: 445.353256(s), rec_loss: 4.8929, tra_kl_loss: 6.2399, time_kl_loss: 2.5833, dis_kl_loss: 4.7495, contra_loss: 4358.3088, recon_loss: 0.0000
Test epoch:31, time: 461.300663(s), Recall (@2: 0.1514, @5: 0.2335, @10: 0.3126), NDCG (@2: 0.1301, @5: 0.1670, @10: 0.1927)

Train epoch:32, time: 461.300663(s), rec_loss: 4.8775, tra_kl_loss: 6.3110, time_kl_loss: 2.4819, dis_kl_loss: 4.7247, contra_loss: 4326.9563, recon_loss: 0.0000
Test epoch:32, time: 477.282004(s), Recall (@2: 0.1529, @5: 0.2350, @10: 0.3111), NDCG (@2: 0.1328, @5: 0.1697, @10: 0.1943)

Train epoch:33, time: 477.282004(s), rec_loss: 4.8701, tra_kl_loss: 6.3059, time_kl_loss: 2.5474, dis_kl_loss: 4.7499, contra_loss: 4210.0632, recon_loss: 0.0000
Test epoch:33, time: 493.246835(s), Recall (@2: 0.1473, @5: 0.2279, @10: 0.2999), NDCG (@2: 0.1274, @5: 0.1636, @10: 0.1868)

Train epoch:34, time: 493.246835(s), rec_loss: 4.8646, tra_kl_loss: 6.1783, time_kl_loss: 2.7138, dis_kl_loss: 4.7354, contra_loss: 4082.6689, recon_loss: 0.0000
Test epoch:34, time: 509.215890(s), Recall (@2: 0.1524, @5: 0.2305, @10: 0.3051), NDCG (@2: 0.1333, @5: 0.1681, @10: 0.1923)

Train epoch:35, time: 509.215890(s), rec_loss: 4.8483, tra_kl_loss: 6.2497, time_kl_loss: 2.6369, dis_kl_loss: 4.7325, contra_loss: 4020.8025, recon_loss: 0.0000
Test epoch:35, time: 524.787040(s), Recall (@2: 0.1544, @5: 0.2467, @10: 0.3238), NDCG (@2: 0.1350, @5: 0.1764, @10: 0.2013)

Train epoch:36, time: 524.787040(s), rec_loss: 4.8440, tra_kl_loss: 6.2116, time_kl_loss: 2.4294, dis_kl_loss: 4.7401, contra_loss: 4063.2319, recon_loss: 0.0000
Test epoch:36, time: 539.565570(s), Recall (@2: 0.1505, @5: 0.2277, @10: 0.3047), NDCG (@2: 0.1309, @5: 0.1657, @10: 0.1905)

Train epoch:37, time: 539.565570(s), rec_loss: 4.8324, tra_kl_loss: 6.1769, time_kl_loss: 2.7158, dis_kl_loss: 4.7148, contra_loss: 3874.9652, recon_loss: 0.0000
Test epoch:37, time: 554.363809(s), Recall (@2: 0.1490, @5: 0.2357, @10: 0.3144), NDCG (@2: 0.1300, @5: 0.1691, @10: 0.1944)

Train epoch:38, time: 554.363809(s), rec_loss: 4.8296, tra_kl_loss: 6.2705, time_kl_loss: 2.6495, dis_kl_loss: 4.7249, contra_loss: 3988.1512, recon_loss: 0.0000
Test epoch:38, time: 568.416088(s), Recall (@2: 0.1520, @5: 0.2359, @10: 0.3085), NDCG (@2: 0.1317, @5: 0.1693, @10: 0.1929)

Train epoch:39, time: 568.416088(s), rec_loss: 4.8168, tra_kl_loss: 6.2766, time_kl_loss: 2.6265, dis_kl_loss: 4.7510, contra_loss: 3912.4522, recon_loss: 0.0000
Test epoch:39, time: 582.572076(s), Recall (@2: 0.1542, @5: 0.2462, @10: 0.3161), NDCG (@2: 0.1326, @5: 0.1741, @10: 0.1968)

Train epoch:40, time: 582.572076(s), rec_loss: 4.8081, tra_kl_loss: 6.2134, time_kl_loss: 2.5340, dis_kl_loss: 4.7335, contra_loss: 3934.1632, recon_loss: 0.0000
Test epoch:40, time: 596.706761(s), Recall (@2: 0.1442, @5: 0.2210, @10: 0.2930), NDCG (@2: 0.1249, @5: 0.1597, @10: 0.1829)

Train epoch:41, time: 596.706761(s), rec_loss: 4.8031, tra_kl_loss: 6.2272, time_kl_loss: 2.5560, dis_kl_loss: 4.7210, contra_loss: 3941.0846, recon_loss: 0.0000
Test epoch:41, time: 611.277607(s), Recall (@2: 0.1531, @5: 0.2346, @10: 0.3090), NDCG (@2: 0.1333, @5: 0.1693, @10: 0.1934)

Train epoch:42, time: 611.277607(s), rec_loss: 4.8031, tra_kl_loss: 6.2495, time_kl_loss: 2.5661, dis_kl_loss: 4.7463, contra_loss: 3989.7095, recon_loss: 0.0000
Test epoch:42, time: 625.742069(s), Recall (@2: 0.1516, @5: 0.2316, @10: 0.3075), NDCG (@2: 0.1316, @5: 0.1676, @10: 0.1922)

Train epoch:43, time: 625.742069(s), rec_loss: 4.7879, tra_kl_loss: 6.2646, time_kl_loss: 2.5717, dis_kl_loss: 4.6827, contra_loss: 3972.8753, recon_loss: 0.0000
Test epoch:43, time: 640.389801(s), Recall (@2: 0.1531, @5: 0.2326, @10: 0.3027), NDCG (@2: 0.1336, @5: 0.1690, @10: 0.1917)

Train epoch:44, time: 640.389801(s), rec_loss: 4.7820, tra_kl_loss: 6.3230, time_kl_loss: 2.5842, dis_kl_loss: 4.7321, contra_loss: 4023.0160, recon_loss: 0.0000
Test epoch:44, time: 654.569219(s), Recall (@2: 0.1501, @5: 0.2342, @10: 0.3083), NDCG (@2: 0.1314, @5: 0.1690, @10: 0.1929)

Train epoch:45, time: 654.569219(s), rec_loss: 4.7815, tra_kl_loss: 6.2484, time_kl_loss: 2.6721, dis_kl_loss: 4.7766, contra_loss: 3989.0265, recon_loss: 0.0000
Test epoch:45, time: 668.769120(s), Recall (@2: 0.1514, @5: 0.2365, @10: 0.3083), NDCG (@2: 0.1322, @5: 0.1700, @10: 0.1930)

Train epoch:46, time: 668.769120(s), rec_loss: 4.7692, tra_kl_loss: 6.1086, time_kl_loss: 2.6077, dis_kl_loss: 4.7481, contra_loss: 4084.5047, recon_loss: 0.0000
Test epoch:46, time: 682.676952(s), Recall (@2: 0.1516, @5: 0.2367, @10: 0.3137), NDCG (@2: 0.1313, @5: 0.1694, @10: 0.1942)

Train epoch:47, time: 682.676952(s), rec_loss: 4.7628, tra_kl_loss: 6.1472, time_kl_loss: 2.6105, dis_kl_loss: 4.7528, contra_loss: 4009.1596, recon_loss: 0.0000
Test epoch:47, time: 696.343156(s), Recall (@2: 0.1529, @5: 0.2389, @10: 0.3146), NDCG (@2: 0.1335, @5: 0.1718, @10: 0.1961)

Train epoch:48, time: 696.343156(s), rec_loss: 4.7560, tra_kl_loss: 6.2537, time_kl_loss: 2.6840, dis_kl_loss: 4.7421, contra_loss: 4098.1376, recon_loss: 0.0000
Test epoch:48, time: 710.171052(s), Recall (@2: 0.1516, @5: 0.2393, @10: 0.3122), NDCG (@2: 0.1322, @5: 0.1711, @10: 0.1946)

Train epoch:49, time: 710.171052(s), rec_loss: 4.7538, tra_kl_loss: 6.2164, time_kl_loss: 2.6175, dis_kl_loss: 4.7506, contra_loss: 4064.9082, recon_loss: 0.0000
Test epoch:49, time: 724.289445(s), Recall (@2: 0.1507, @5: 0.2344, @10: 0.3075), NDCG (@2: 0.1318, @5: 0.1692, @10: 0.1929)

Train epoch:50, time: 724.289445(s), rec_loss: 4.7422, tra_kl_loss: 6.1833, time_kl_loss: 2.7152, dis_kl_loss: 4.7236, contra_loss: 4177.4766, recon_loss: 0.0000
Test epoch:50, time: 738.096261(s), Recall (@2: 0.1490, @5: 0.2348, @10: 0.3090), NDCG (@2: 0.1316, @5: 0.1702, @10: 0.1942)
